"search-number","evaluation","evals-requested-so-far","sun-brightness*","albedo*","initial-clouds*","CO2-amount*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","1","160","2.6","0.8","2","75","""-1476650622""","20.22899294541038","20.22899294541038","20.22899294541038","0","20.22899294541038"
"1","2","160","2.6","0.8","2","75","""-1457583826""","18.495363042231325","18.495363042231325","18.495363042231325","0","18.495363042231325"
"1","3","160","2.6","0.8","2","75","""-445889116""","19.15974682064816","19.15974682064816","19.15974682064816","0","19.15974682064816"
"1","4","160","2.6","0.8","2","75","""-1770555795""","18.474378608637647","18.474378608637647","18.474378608637647","0","18.474378608637647"
"1","5","160","2.6","0.8","2","75","""-80046396""","20.706091860861385","20.706091860861385","20.706091860861385","0","20.706091860861385"
"1","6","160","2.6","0.8","2","75","""1252167368""","16.806925573878377","16.806925573878377","16.806925573878377","0","16.806925573878377"
"1","7","160","2.6","0.8","2","75","""-2114442465""","20.264637526144046","20.264637526144046","20.264637526144046","0","20.264637526144046"
"1","8","160","2.6","0.8","2","75","""-794568783""","19.76095305926957","19.76095305926957","19.76095305926957","0","19.76095305926957"
"1","9","160","2.6","0.8","2","75","""-585952695""","18.464011114754026","18.464011114754026","18.464011114754026","0","18.464011114754026"
"1","10","160","2.6","0.8","2","75","""1871484020""","19.648129271680173","19.648129271680173","19.648129271680173","0","19.648129271680173"
"1","11","160","0.6000000000000001","0.8500000000000001","5","150","""625442247""","14.113042168498897","14.113042168498897","14.113042168498897","0","14.113042168498897"
"1","12","160","0.6000000000000001","0.8500000000000001","5","150","""170557286""","12.66994899587968","12.66994899587968","12.66994899587968","0","12.66994899587968"
"1","13","160","0.6000000000000001","0.8500000000000001","5","150","""-737804844""","13.367282851993037","13.367282851993037","13.367282851993037","0","13.367282851993037"
"1","14","160","0.6000000000000001","0.8500000000000001","5","150","""-1260890733""","13.02095658780186","13.02095658780186","13.02095658780186","0","13.02095658780186"
"1","15","160","0.6000000000000001","0.8500000000000001","5","150","""1014989503""","13.015392212133337","13.015392212133337","13.015392212133337","0","13.015392212133337"
"1","16","160","0.6000000000000001","0.8500000000000001","5","150","""637942734""","13.251931062227886","13.251931062227886","13.251931062227886","0","13.251931062227886"
"1","17","160","0.6000000000000001","0.8500000000000001","5","150","""1175311735""","12.886607426090581","12.886607426090581","12.886607426090581","0","12.886607426090581"
"1","18","160","0.6000000000000001","0.8500000000000001","5","150","""-1758510295""","13.03724507472848","13.03724507472848","13.03724507472848","0","13.03724507472848"
"1","19","160","0.6000000000000001","0.8500000000000001","5","150","""1824798463""","13.449294859132479","13.449294859132479","13.449294859132479","0","13.449294859132479"
"1","20","160","0.6000000000000001","0.8500000000000001","5","150","""-2028771687""","13.296665346777544","13.296665346777544","13.296665346777544","0","13.296665346777544"
"1","21","160","4.2","0.55","2","0","""1761055072""","30.10395318904672","30.10395318904672","30.10395318904672","0","30.10395318904672"
"1","22","160","4.2","0.55","2","0","""-1329676608""","30.417476102316993","30.417476102316993","30.417476102316993","0","30.417476102316993"
"1","23","160","4.2","0.55","2","0","""-1376666563""","30.53487551055915","30.53487551055915","30.53487551055915","0","30.53487551055915"
"1","24","160","4.2","0.55","2","0","""1915318425""","31.192718122441125","31.192718122441125","31.192718122441125","0","31.192718122441125"
"1","25","160","4.2","0.55","2","0","""-1291715477""","32.29189386257181","32.29189386257181","32.29189386257181","0","32.29189386257181"
"1","26","160","4.2","0.55","2","0","""1748296805""","33.05294732975945","33.05294732975945","33.05294732975945","0","33.05294732975945"
"1","27","160","4.2","0.55","2","0","""-970866229""","34.44496038039624","34.44496038039624","34.44496038039624","0","34.44496038039624"
"1","28","160","4.2","0.55","2","0","""1213681165""","36.385383086477994","36.385383086477994","36.385383086477994","0","36.385383086477994"
"1","29","160","4.2","0.55","2","0","""-388936667""","32.70722761376719","32.70722761376719","32.70722761376719","0","32.70722761376719"
"1","30","160","4.2","0.55","2","0","""-5476537""","33.26198105415906","33.26198105415906","33.26198105415906","0","33.26198105415906"
"1","31","160","0.2","0.05","2","250","""704954349""","14.382681217208821","14.382681217208821","14.382681217208821","0","14.382681217208821"
"1","32","160","0.2","0.05","2","250","""1705794192""","14.21224530885792","14.21224530885792","14.21224530885792","0","14.21224530885792"
"1","33","160","0.2","0.05","2","250","""698936551""","14.558649633878689","14.558649633878689","14.558649633878689","0","14.558649633878689"
"1","34","160","0.2","0.05","2","250","""-673233084""","14.252222075996672","14.252222075996672","14.252222075996672","0","14.252222075996672"
"1","35","160","0.2","0.05","2","250","""-776134132""","13.506324649465405","13.506324649465405","13.506324649465405","0","13.506324649465405"
"1","36","160","0.2","0.05","2","250","""716953184""","14.209149479760496","14.209149479760496","14.209149479760496","0","14.209149479760496"
"1","37","160","0.2","0.05","2","250","""-1733713615""","13.493684104797095","13.493684104797095","13.493684104797095","0","13.493684104797095"
"1","38","160","0.2","0.05","2","250","""646898549""","14.565240633319245","14.565240633319245","14.565240633319245","0","14.565240633319245"
"1","39","160","0.2","0.05","2","250","""2039417639""","14.643647132654408","14.643647132654408","14.643647132654408","0","14.643647132654408"
"1","40","160","0.2","0.05","2","250","""935561725""","14.496321793022004","14.496321793022004","14.496321793022004","0","14.496321793022004"
"1","41","160","2.8000000000000003","0.4","3","25","""-1481065831""","28.26701446230893","28.26701446230893","28.26701446230893","0","28.26701446230893"
"1","42","160","2.8000000000000003","0.4","3","25","""-92258117""","32.20612090193193","32.20612090193193","32.20612090193193","0","32.20612090193193"
"1","43","160","2.8000000000000003","0.4","3","25","""-1280227245""","31.512219116863676","31.512219116863676","31.512219116863676","0","31.512219116863676"
"1","44","160","2.8000000000000003","0.4","3","25","""-2010465973""","28.60625718217994","28.60625718217994","28.60625718217994","0","28.60625718217994"
"1","45","160","2.8000000000000003","0.4","3","25","""44506161""","29.24087132895858","29.24087132895858","29.24087132895858","0","29.24087132895858"
"1","46","160","2.8000000000000003","0.4","3","25","""-838241809""","28.39343607692251","28.39343607692251","28.39343607692251","0","28.39343607692251"
